folder_path,meeting_id,person_id,file_name,start_time,end_time,full_file_path,reference_persons
/content/drive/MyDrive/filtered_clips/20210323-SP01F,20210323,SP01F,clip_849_854.mp4,849,854,/content/drive/MyDrive/filtered_clips/20210323-SP01F/clip_849_854.mp4,"['SP07F', 'SP06M', 'SP03M']"
/content/drive/MyDrive/filtered_clips/20210323-SP01F,20210323,SP01F,clip_1248_1253.mp4,1248,1253,/content/drive/MyDrive/filtered_clips/20210323-SP01F/clip_1248_1253.mp4,"['SP06M', 'SP03M', 'SP07F']"
/content/drive/MyDrive/filtered_clips/20210323-SP01F,20210323,SP01F,clip_948_953.mp4,948,953,/content/drive/MyDrive/filtered_clips/20210323-SP01F/clip_948_953.mp4,"['SP06M', 'SP03M', 'SP07F']"
/content/drive/MyDrive/filtered_clips/20210323-SP01F,20210323,SP01F,clip_852_857.mp4,852,857,/content/drive/MyDrive/filtered_clips/20210323-SP01F/clip_852_857.mp4,"['SP06M', 'SP07F', 'SP03M']"
/content/drive/MyDrive/filtered_clips/20210323-SP01F,20210323,SP01F,clip_846_851.mp4,846,851,/content/drive/MyDrive/filtered_clips/20210323-SP01F/clip_846_851.mp4,"['SP03M', 'SP06M', 'SP07F']"
/content/drive/MyDrive/filtered_clips/20210323-SP01F,20210323,SP01F,clip_837_842.mp4,837,842,/content/drive/MyDrive/filtered_clips/20210323-SP01F/clip_837_842.mp4,"['SP03M', 'SP07F', 'SP06M']"
/content/drive/MyDrive/filtered_clips/20210323-SP01F,20210323,SP01F,clip_732_737.mp4,732,737,/content/drive/MyDrive/filtered_clips/20210323-SP01F/clip_732_737.mp4,"['SP06M', 'SP07F', 'SP03M']"
/content/drive/MyDrive/filtered_clips/20210323-SP01F,20210323,SP01F,clip_747_752.mp4,747,752,/content/drive/MyDrive/filtered_clips/20210323-SP01F/clip_747_752.mp4,"['SP03M', 'SP06M', 'SP07F']"
/content/drive/MyDrive/filtered_clips/20210323-SP03M,20210323,SP03M,clip_72_77.mp4,72,77,/content/drive/MyDrive/filtered_clips/20210323-SP03M/clip_72_77.mp4,"['SP01F', 'SP06M', 'SP07F']"
/content/drive/MyDrive/filtered_clips/20210323-SP03M,20210323,SP03M,clip_3_8.mp4,3,8,/content/drive/MyDrive/filtered_clips/20210323-SP03M/clip_3_8.mp4,"['SP06M', 'SP07F', 'SP01F']"
/content/drive/MyDrive/filtered_clips/20210323-SP06M,20210323,SP06M,clip_417_422.mp4,417,422,/content/drive/MyDrive/filtered_clips/20210323-SP06M/clip_417_422.mp4,"['SP01F', 'SP03M', 'SP07F']"
/content/drive/MyDrive/filtered_clips/20210323-SP06M,20210323,SP06M,clip_1128_1133.mp4,1128,1133,/content/drive/MyDrive/filtered_clips/20210323-SP06M/clip_1128_1133.mp4,"['SP03M', 'SP01F', 'SP07F']"
/content/drive/MyDrive/filtered_clips/20210323-SP06M,20210323,SP06M,clip_621_626.mp4,621,626,/content/drive/MyDrive/filtered_clips/20210323-SP06M/clip_621_626.mp4,"['SP01F', 'SP03M', 'SP07F']"
/content/drive/MyDrive/filtered_clips/20210323-SP06M,20210323,SP06M,clip_618_623.mp4,618,623,/content/drive/MyDrive/filtered_clips/20210323-SP06M/clip_618_623.mp4,"['SP07F', 'SP03M', 'SP01F']"
/content/drive/MyDrive/filtered_clips/20210323-SP06M,20210323,SP06M,clip_984_989.mp4,984,989,/content/drive/MyDrive/filtered_clips/20210323-SP06M/clip_984_989.mp4,"['SP03M', 'SP07F', 'SP01F']"
/content/drive/MyDrive/filtered_clips/20210323-SP06M,20210323,SP06M,clip_426_431.mp4,426,431,/content/drive/MyDrive/filtered_clips/20210323-SP06M/clip_426_431.mp4,"['SP07F', 'SP03M', 'SP01F']"
/content/drive/MyDrive/filtered_clips/20210323-SP06M,20210323,SP06M,clip_1149_1154.mp4,1149,1154,/content/drive/MyDrive/filtered_clips/20210323-SP06M/clip_1149_1154.mp4,"['SP01F', 'SP03M', 'SP07F']"
/content/drive/MyDrive/filtered_clips/20210323-SP06M,20210323,SP06M,clip_810_815.mp4,810,815,/content/drive/MyDrive/filtered_clips/20210323-SP06M/clip_810_815.mp4,"['SP01F', 'SP03M', 'SP07F']"
/content/drive/MyDrive/filtered_clips/20210323-SP06M,20210323,SP06M,clip_1002_1007.mp4,1002,1007,/content/drive/MyDrive/filtered_clips/20210323-SP06M/clip_1002_1007.mp4,"['SP03M', 'SP01F', 'SP07F']"
/content/drive/MyDrive/filtered_clips/20210323-SP06M,20210323,SP06M,clip_438_443.mp4,438,443,/content/drive/MyDrive/filtered_clips/20210323-SP06M/clip_438_443.mp4,"['SP01F', 'SP03M', 'SP07F']"
/content/drive/MyDrive/filtered_clips/20210504-SP01F,20210504,SP01F,clip_243_248.mp4,243,248,/content/drive/MyDrive/filtered_clips/20210504-SP01F/clip_243_248.mp4,"['SP09M', 'SP04F', 'SP08M']"
/content/drive/MyDrive/filtered_clips/20210504-SP01F,20210504,SP01F,clip_57_62.mp4,57,62,/content/drive/MyDrive/filtered_clips/20210504-SP01F/clip_57_62.mp4,"['SP09M', 'SP08M', 'SP04F']"
/content/drive/MyDrive/filtered_clips/20210504-SP01F,20210504,SP01F,clip_411_416.mp4,411,416,/content/drive/MyDrive/filtered_clips/20210504-SP01F/clip_411_416.mp4,"['SP08M', 'SP04F', 'SP09M']"
/content/drive/MyDrive/filtered_clips/20210504-SP01F,20210504,SP01F,clip_438_443.mp4,438,443,/content/drive/MyDrive/filtered_clips/20210504-SP01F/clip_438_443.mp4,"['SP08M', 'SP04F', 'SP09M']"
/content/drive/MyDrive/filtered_clips/20210504-SP01F,20210504,SP01F,clip_681_686.mp4,681,686,/content/drive/MyDrive/filtered_clips/20210504-SP01F/clip_681_686.mp4,"['SP08M', 'SP09M', 'SP04F']"
/content/drive/MyDrive/filtered_clips/20210504-SP01F,20210504,SP01F,clip_483_488.mp4,483,488,/content/drive/MyDrive/filtered_clips/20210504-SP01F/clip_483_488.mp4,"['SP09M', 'SP04F', 'SP08M']"
/content/drive/MyDrive/filtered_clips/20210504-SP01F,20210504,SP01F,clip_657_662.mp4,657,662,/content/drive/MyDrive/filtered_clips/20210504-SP01F/clip_657_662.mp4,"['SP04F', 'SP09M', 'SP08M']"
/content/drive/MyDrive/filtered_clips/20210504-SP01F,20210504,SP01F,clip_564_569.mp4,564,569,/content/drive/MyDrive/filtered_clips/20210504-SP01F/clip_564_569.mp4,"['SP08M', 'SP09M', 'SP04F']"
/content/drive/MyDrive/filtered_clips/20210504-SP01F,20210504,SP01F,clip_222_227.mp4,222,227,/content/drive/MyDrive/filtered_clips/20210504-SP01F/clip_222_227.mp4,"['SP09M', 'SP08M', 'SP04F']"
/content/drive/MyDrive/filtered_clips/20210504-SP01F,20210504,SP01F,clip_663_668.mp4,663,668,/content/drive/MyDrive/filtered_clips/20210504-SP01F/clip_663_668.mp4,"['SP08M', 'SP04F', 'SP09M']"
/content/drive/MyDrive/filtered_clips/20210504-SP04F,20210504,SP04F,clip_375_380.mp4,375,380,/content/drive/MyDrive/filtered_clips/20210504-SP04F/clip_375_380.mp4,"['SP08M', 'SP09M', 'SP01F']"
/content/drive/MyDrive/filtered_clips/20210504-SP04F,20210504,SP04F,clip_711_716.mp4,711,716,/content/drive/MyDrive/filtered_clips/20210504-SP04F/clip_711_716.mp4,"['SP08M', 'SP01F', 'SP09M']"
/content/drive/MyDrive/filtered_clips/20210504-SP04F,20210504,SP04F,clip_708_713.mp4,708,713,/content/drive/MyDrive/filtered_clips/20210504-SP04F/clip_708_713.mp4,"['SP08M', 'SP01F', 'SP09M']"
/content/drive/MyDrive/filtered_clips/20210504-SP04F,20210504,SP04F,clip_552_557.mp4,552,557,/content/drive/MyDrive/filtered_clips/20210504-SP04F/clip_552_557.mp4,"['SP08M', 'SP01F', 'SP09M']"
/content/drive/MyDrive/filtered_clips/20210504-SP04F,20210504,SP04F,clip_555_560.mp4,555,560,/content/drive/MyDrive/filtered_clips/20210504-SP04F/clip_555_560.mp4,"['SP09M', 'SP08M', 'SP01F']"
/content/drive/MyDrive/filtered_clips/20210504-SP04F,20210504,SP04F,clip_336_341.mp4,336,341,/content/drive/MyDrive/filtered_clips/20210504-SP04F/clip_336_341.mp4,"['SP01F', 'SP09M', 'SP08M']"
/content/drive/MyDrive/filtered_clips/20210504-SP04F,20210504,SP04F,clip_291_296.mp4,291,296,/content/drive/MyDrive/filtered_clips/20210504-SP04F/clip_291_296.mp4,"['SP08M', 'SP01F', 'SP09M']"
/content/drive/MyDrive/filtered_clips/20210504-SP04F,20210504,SP04F,clip_372_377.mp4,372,377,/content/drive/MyDrive/filtered_clips/20210504-SP04F/clip_372_377.mp4,"['SP08M', 'SP09M', 'SP01F']"
/content/drive/MyDrive/filtered_clips/20210504-SP04F,20210504,SP04F,clip_96_101.mp4,96,101,/content/drive/MyDrive/filtered_clips/20210504-SP04F/clip_96_101.mp4,"['SP09M', 'SP01F', 'SP08M']"
/content/drive/MyDrive/filtered_clips/20210504-SP04F,20210504,SP04F,clip_147_152.mp4,147,152,/content/drive/MyDrive/filtered_clips/20210504-SP04F/clip_147_152.mp4,"['SP09M', 'SP01F', 'SP08M']"
/content/drive/MyDrive/filtered_clips/20210504-SP08M,20210504,SP08M,clip_339_344.mp4,339,344,/content/drive/MyDrive/filtered_clips/20210504-SP08M/clip_339_344.mp4,"['SP04F', 'SP09M', 'SP01F']"
/content/drive/MyDrive/filtered_clips/20210504-SP08M,20210504,SP08M,clip_702_707.mp4,702,707,/content/drive/MyDrive/filtered_clips/20210504-SP08M/clip_702_707.mp4,"['SP01F', 'SP04F', 'SP09M']"
/content/drive/MyDrive/filtered_clips/20210504-SP08M,20210504,SP08M,clip_462_467.mp4,462,467,/content/drive/MyDrive/filtered_clips/20210504-SP08M/clip_462_467.mp4,"['SP01F', 'SP09M', 'SP04F']"
/content/drive/MyDrive/filtered_clips/20210504-SP08M,20210504,SP08M,clip_501_506.mp4,501,506,/content/drive/MyDrive/filtered_clips/20210504-SP08M/clip_501_506.mp4,"['SP01F', 'SP09M', 'SP04F']"
/content/drive/MyDrive/filtered_clips/20210504-SP08M,20210504,SP08M,clip_576_581.mp4,576,581,/content/drive/MyDrive/filtered_clips/20210504-SP08M/clip_576_581.mp4,"['SP01F', 'SP04F', 'SP09M']"
/content/drive/MyDrive/filtered_clips/20210504-SP08M,20210504,SP08M,clip_168_173.mp4,168,173,/content/drive/MyDrive/filtered_clips/20210504-SP08M/clip_168_173.mp4,"['SP04F', 'SP09M', 'SP01F']"
/content/drive/MyDrive/filtered_clips/20210504-SP09M,20210504,SP09M,clip_522_527.mp4,522,527,/content/drive/MyDrive/filtered_clips/20210504-SP09M/clip_522_527.mp4,"['SP08M', 'SP04F', 'SP01F']"
/content/drive/MyDrive/filtered_clips/20210504-SP09M,20210504,SP09M,clip_519_524.mp4,519,524,/content/drive/MyDrive/filtered_clips/20210504-SP09M/clip_519_524.mp4,"['SP04F', 'SP01F', 'SP08M']"
/content/drive/MyDrive/filtered_clips/20210504-SP09M,20210504,SP09M,clip_276_281.mp4,276,281,/content/drive/MyDrive/filtered_clips/20210504-SP09M/clip_276_281.mp4,"['SP04F', 'SP08M', 'SP01F']"
/content/drive/MyDrive/filtered_clips/20210504-SP09M,20210504,SP09M,clip_576_581.mp4,576,581,/content/drive/MyDrive/filtered_clips/20210504-SP09M/clip_576_581.mp4,"['SP01F', 'SP04F', 'SP08M']"
/content/drive/MyDrive/filtered_clips/20210504-SP09M,20210504,SP09M,clip_282_287.mp4,282,287,/content/drive/MyDrive/filtered_clips/20210504-SP09M/clip_282_287.mp4,"['SP08M', 'SP01F', 'SP04F']"
/content/drive/MyDrive/filtered_clips/20210504-SP09M,20210504,SP09M,clip_582_587.mp4,582,587,/content/drive/MyDrive/filtered_clips/20210504-SP09M/clip_582_587.mp4,"['SP04F', 'SP01F', 'SP08M']"
/content/drive/MyDrive/filtered_clips/20210504-SP09M,20210504,SP09M,clip_642_647.mp4,642,647,/content/drive/MyDrive/filtered_clips/20210504-SP09M/clip_642_647.mp4,"['SP04F', 'SP08M', 'SP01F']"
/content/drive/MyDrive/filtered_clips/20210504-SP09M,20210504,SP09M,clip_573_578.mp4,573,578,/content/drive/MyDrive/filtered_clips/20210504-SP09M/clip_573_578.mp4,"['SP04F', 'SP01F', 'SP08M']"
/content/drive/MyDrive/filtered_clips/20210504-SP09M,20210504,SP09M,clip_408_413.mp4,408,413,/content/drive/MyDrive/filtered_clips/20210504-SP09M/clip_408_413.mp4,"['SP08M', 'SP01F', 'SP04F']"
/content/drive/MyDrive/filtered_clips/20210504-SP09M,20210504,SP09M,clip_3_8.mp4,3,8,/content/drive/MyDrive/filtered_clips/20210504-SP09M/clip_3_8.mp4,"['SP08M', 'SP01F', 'SP04F']"
/content/drive/MyDrive/filtered_clips/20210616-SP01F,20210616,SP01F,clip_2190_2195.mp4,2190,2195,/content/drive/MyDrive/filtered_clips/20210616-SP01F/clip_2190_2195.mp4,"['SP05F', 'SP06M', 'SP04F']"
/content/drive/MyDrive/filtered_clips/20210616-SP01F,20210616,SP01F,clip_2925_2930.mp4,2925,2930,/content/drive/MyDrive/filtered_clips/20210616-SP01F/clip_2925_2930.mp4,"['SP04F', 'SP05F', 'SP02F']"
/content/drive/MyDrive/filtered_clips/20210616-SP01F,20210616,SP01F,clip_762_767.mp4,762,767,/content/drive/MyDrive/filtered_clips/20210616-SP01F/clip_762_767.mp4,"['SP04F', 'SP06M', 'SP05F']"
/content/drive/MyDrive/filtered_clips/20210616-SP01F,20210616,SP01F,clip_495_500.mp4,495,500,/content/drive/MyDrive/filtered_clips/20210616-SP01F/clip_495_500.mp4,"['SP06M', 'SP04F', 'SP02F']"
/content/drive/MyDrive/filtered_clips/20210616-SP01F,20210616,SP01F,clip_243_248.mp4,243,248,/content/drive/MyDrive/filtered_clips/20210616-SP01F/clip_243_248.mp4,"['SP05F', 'SP03M', 'SP04F']"
/content/drive/MyDrive/filtered_clips/20210616-SP01F,20210616,SP01F,clip_3030_3035.mp4,3030,3035,/content/drive/MyDrive/filtered_clips/20210616-SP01F/clip_3030_3035.mp4,"['SP02F', 'SP04F', 'SP03M']"
/content/drive/MyDrive/filtered_clips/20210616-SP01F,20210616,SP01F,clip_732_737.mp4,732,737,/content/drive/MyDrive/filtered_clips/20210616-SP01F/clip_732_737.mp4,"['SP02F', 'SP04F', 'SP03M']"
/content/drive/MyDrive/filtered_clips/20210616-SP01F,20210616,SP01F,clip_498_503.mp4,498,503,/content/drive/MyDrive/filtered_clips/20210616-SP01F/clip_498_503.mp4,"['SP06M', 'SP02F', 'SP04F']"
/content/drive/MyDrive/filtered_clips/20210616-SP01F,20210616,SP01F,clip_759_764.mp4,759,764,/content/drive/MyDrive/filtered_clips/20210616-SP01F/clip_759_764.mp4,"['SP05F', 'SP06M', 'SP03M']"
/content/drive/MyDrive/filtered_clips/20210616-SP01F,20210616,SP01F,clip_1845_1850.mp4,1845,1850,/content/drive/MyDrive/filtered_clips/20210616-SP01F/clip_1845_1850.mp4,"['SP04F', 'SP03M', 'SP05F']"
/content/drive/MyDrive/filtered_clips/20210616-SP02F,20210616,SP02F,clip_435_440.mp4,435,440,/content/drive/MyDrive/filtered_clips/20210616-SP02F/clip_435_440.mp4,"['SP05F', 'SP01F', 'SP06M']"
/content/drive/MyDrive/filtered_clips/20210616-SP02F,20210616,SP02F,clip_666_671.mp4,666,671,/content/drive/MyDrive/filtered_clips/20210616-SP02F/clip_666_671.mp4,"['SP04F', 'SP01F', 'SP03M']"
/content/drive/MyDrive/filtered_clips/20210616-SP02F,20210616,SP02F,clip_2436_2441.mp4,2436,2441,/content/drive/MyDrive/filtered_clips/20210616-SP02F/clip_2436_2441.mp4,"['SP05F', 'SP01F', 'SP06M']"
/content/drive/MyDrive/filtered_clips/20210616-SP02F,20210616,SP02F,clip_849_854.mp4,849,854,/content/drive/MyDrive/filtered_clips/20210616-SP02F/clip_849_854.mp4,"['SP05F', 'SP01F', 'SP03M']"
/content/drive/MyDrive/filtered_clips/20210616-SP02F,20210616,SP02F,clip_2769_2774.mp4,2769,2774,/content/drive/MyDrive/filtered_clips/20210616-SP02F/clip_2769_2774.mp4,"['SP05F', 'SP04F', 'SP01F']"
/content/drive/MyDrive/filtered_clips/20210616-SP02F,20210616,SP02F,clip_2433_2438.mp4,2433,2438,/content/drive/MyDrive/filtered_clips/20210616-SP02F/clip_2433_2438.mp4,"['SP04F', 'SP03M', 'SP06M']"
/content/drive/MyDrive/filtered_clips/20210616-SP02F,20210616,SP02F,clip_2037_2042.mp4,2037,2042,/content/drive/MyDrive/filtered_clips/20210616-SP02F/clip_2037_2042.mp4,"['SP05F', 'SP06M', 'SP04F']"
/content/drive/MyDrive/filtered_clips/20210616-SP02F,20210616,SP02F,clip_1449_1454.mp4,1449,1454,/content/drive/MyDrive/filtered_clips/20210616-SP02F/clip_1449_1454.mp4,"['SP03M', 'SP06M', 'SP04F']"
/content/drive/MyDrive/filtered_clips/20210616-SP02F,20210616,SP02F,clip_1941_1946.mp4,1941,1946,/content/drive/MyDrive/filtered_clips/20210616-SP02F/clip_1941_1946.mp4,"['SP06M', 'SP04F', 'SP05F']"
/content/drive/MyDrive/filtered_clips/20210616-SP02F,20210616,SP02F,clip_2643_2648.mp4,2643,2648,/content/drive/MyDrive/filtered_clips/20210616-SP02F/clip_2643_2648.mp4,"['SP06M', 'SP01F', 'SP05F']"
/content/drive/MyDrive/filtered_clips/20210616-SP05F,20210616,SP05F,clip_108_113.mp4,108,113,/content/drive/MyDrive/filtered_clips/20210616-SP05F/clip_108_113.mp4,"['SP01F', 'SP04F', 'SP06M']"
/content/drive/MyDrive/filtered_clips/20210616-SP05F,20210616,SP05F,clip_2160_2165.mp4,2160,2165,/content/drive/MyDrive/filtered_clips/20210616-SP05F/clip_2160_2165.mp4,"['SP02F', 'SP04F', 'SP01F']"
/content/drive/MyDrive/filtered_clips/20210616-SP05F,20210616,SP05F,clip_84_89.mp4,84,89,/content/drive/MyDrive/filtered_clips/20210616-SP05F/clip_84_89.mp4,"['SP03M', 'SP01F', 'SP06M']"
/content/drive/MyDrive/filtered_clips/20210616-SP05F,20210616,SP05F,clip_99_104.mp4,99,104,/content/drive/MyDrive/filtered_clips/20210616-SP05F/clip_99_104.mp4,"['SP02F', 'SP04F', 'SP01F']"
/content/drive/MyDrive/filtered_clips/20210616-SP05F,20210616,SP05F,clip_2337_2342.mp4,2337,2342,/content/drive/MyDrive/filtered_clips/20210616-SP05F/clip_2337_2342.mp4,"['SP06M', 'SP03M', 'SP04F']"
/content/drive/MyDrive/filtered_clips/20210616-SP05F,20210616,SP05F,clip_444_449.mp4,444,449,/content/drive/MyDrive/filtered_clips/20210616-SP05F/clip_444_449.mp4,"['SP03M', 'SP06M', 'SP04F']"
/content/drive/MyDrive/filtered_clips/20210616-SP05F,20210616,SP05F,clip_9_14.mp4,9,14,/content/drive/MyDrive/filtered_clips/20210616-SP05F/clip_9_14.mp4,"['SP01F', 'SP03M', 'SP06M']"
/content/drive/MyDrive/filtered_clips/20210616-SP05F,20210616,SP05F,clip_1863_1868.mp4,1863,1868,/content/drive/MyDrive/filtered_clips/20210616-SP05F/clip_1863_1868.mp4,"['SP02F', 'SP03M', 'SP06M']"
/content/drive/MyDrive/filtered_clips/20210616-SP05F,20210616,SP05F,clip_1293_1298.mp4,1293,1298,/content/drive/MyDrive/filtered_clips/20210616-SP05F/clip_1293_1298.mp4,"['SP03M', 'SP06M', 'SP04F']"
/content/drive/MyDrive/filtered_clips/20210616-SP05F,20210616,SP05F,clip_699_704.mp4,699,704,/content/drive/MyDrive/filtered_clips/20210616-SP05F/clip_699_704.mp4,"['SP04F', 'SP06M', 'SP01F']"
/content/drive/MyDrive/filtered_clips/20210616-SP06M,20210616,SP06M,clip_1926_1931.mp4,1926,1931,/content/drive/MyDrive/filtered_clips/20210616-SP06M/clip_1926_1931.mp4,"['SP04F', 'SP02F', 'SP01F']"
/content/drive/MyDrive/filtered_clips/20210616-SP06M,20210616,SP06M,clip_2157_2162.mp4,2157,2162,/content/drive/MyDrive/filtered_clips/20210616-SP06M/clip_2157_2162.mp4,"['SP04F', 'SP05F', 'SP01F']"
/content/drive/MyDrive/filtered_clips/20210616-SP06M,20210616,SP06M,clip_2868_2873.mp4,2868,2873,/content/drive/MyDrive/filtered_clips/20210616-SP06M/clip_2868_2873.mp4,"['SP05F', 'SP02F', 'SP04F']"
/content/drive/MyDrive/filtered_clips/20210616-SP06M,20210616,SP06M,clip_1566_1571.mp4,1566,1571,/content/drive/MyDrive/filtered_clips/20210616-SP06M/clip_1566_1571.mp4,"['SP05F', 'SP02F', 'SP01F']"
/content/drive/MyDrive/filtered_clips/20210616-SP06M,20210616,SP06M,clip_1695_1700.mp4,1695,1700,/content/drive/MyDrive/filtered_clips/20210616-SP06M/clip_1695_1700.mp4,"['SP03M', 'SP05F', 'SP01F']"
/content/drive/MyDrive/filtered_clips/20210616-SP06M,20210616,SP06M,clip_2547_2552.mp4,2547,2552,/content/drive/MyDrive/filtered_clips/20210616-SP06M/clip_2547_2552.mp4,"['SP03M', 'SP01F', 'SP05F']"
/content/drive/MyDrive/filtered_clips/20210616-SP06M,20210616,SP06M,clip_1131_1136.mp4,1131,1136,/content/drive/MyDrive/filtered_clips/20210616-SP06M/clip_1131_1136.mp4,"['SP05F', 'SP03M', 'SP02F']"
/content/drive/MyDrive/filtered_clips/20210616-SP06M,20210616,SP06M,clip_1764_1769.mp4,1764,1769,/content/drive/MyDrive/filtered_clips/20210616-SP06M/clip_1764_1769.mp4,"['SP03M', 'SP01F', 'SP02F']"
/content/drive/MyDrive/filtered_clips/20210616-SP06M,20210616,SP06M,clip_3081_3086.mp4,3081,3086,/content/drive/MyDrive/filtered_clips/20210616-SP06M/clip_3081_3086.mp4,"['SP02F', 'SP05F', 'SP04F']"
/content/drive/MyDrive/filtered_clips/20210616-SP06M,20210616,SP06M,clip_1719_1724.mp4,1719,1724,/content/drive/MyDrive/filtered_clips/20210616-SP06M/clip_1719_1724.mp4,"['SP05F', 'SP03M', 'SP02F']"
/content/drive/MyDrive/filtered_clips/20210616-SP03M,20210616,SP03M,clip_2565_2570.mp4,2565,2570,/content/drive/MyDrive/filtered_clips/20210616-SP03M/clip_2565_2570.mp4,"['SP02F', 'SP04F', 'SP06M']"
/content/drive/MyDrive/filtered_clips/20210616-SP03M,20210616,SP03M,clip_1956_1961.mp4,1956,1961,/content/drive/MyDrive/filtered_clips/20210616-SP03M/clip_1956_1961.mp4,"['SP05F', 'SP06M', 'SP04F']"
/content/drive/MyDrive/filtered_clips/20210616-SP03M,20210616,SP03M,clip_1857_1862.mp4,1857,1862,/content/drive/MyDrive/filtered_clips/20210616-SP03M/clip_1857_1862.mp4,"['SP02F', 'SP01F', 'SP04F']"
/content/drive/MyDrive/filtered_clips/20210616-SP03M,20210616,SP03M,clip_2130_2135.mp4,2130,2135,/content/drive/MyDrive/filtered_clips/20210616-SP03M/clip_2130_2135.mp4,"['SP01F', 'SP04F', 'SP06M']"
/content/drive/MyDrive/filtered_clips/20210616-SP03M,20210616,SP03M,clip_972_977.mp4,972,977,/content/drive/MyDrive/filtered_clips/20210616-SP03M/clip_972_977.mp4,"['SP04F', 'SP05F', 'SP01F']"
/content/drive/MyDrive/filtered_clips/20210616-SP03M,20210616,SP03M,clip_417_422.mp4,417,422,/content/drive/MyDrive/filtered_clips/20210616-SP03M/clip_417_422.mp4,"['SP01F', 'SP04F', 'SP06M']"
/content/drive/MyDrive/filtered_clips/20210616-SP03M,20210616,SP03M,clip_633_638.mp4,633,638,/content/drive/MyDrive/filtered_clips/20210616-SP03M/clip_633_638.mp4,"['SP04F', 'SP02F', 'SP06M']"
/content/drive/MyDrive/filtered_clips/20210616-SP03M,20210616,SP03M,clip_969_974.mp4,969,974,/content/drive/MyDrive/filtered_clips/20210616-SP03M/clip_969_974.mp4,"['SP04F', 'SP06M', 'SP01F']"
/content/drive/MyDrive/filtered_clips/20210616-SP03M,20210616,SP03M,clip_414_419.mp4,414,419,/content/drive/MyDrive/filtered_clips/20210616-SP03M/clip_414_419.mp4,"['SP05F', 'SP04F', 'SP02F']"
/content/drive/MyDrive/filtered_clips/20210616-SP03M,20210616,SP03M,clip_390_395.mp4,390,395,/content/drive/MyDrive/filtered_clips/20210616-SP03M/clip_390_395.mp4,"['SP04F', 'SP05F', 'SP01F']"
/content/drive/MyDrive/filtered_clips/20210616-SP04F,20210616,SP04F,clip_2967_2972.mp4,2967,2972,/content/drive/MyDrive/filtered_clips/20210616-SP04F/clip_2967_2972.mp4,"['SP05F', 'SP01F', 'SP02F']"
